,name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib,cluster
9427,"Cruz, Octavio Sr.",21.67,43.12,89.2,94.3,113.28,138.82,164.95,193.35,206.67,7.88,8266,6635,233,57,M,COL,others,Bogota,10830,4
9444,"Teevan, Colin",22.75,45.65,91.82,96.67,114.72,138.87,163.6,188.58,199.8,7.63,6416,5507,833,46,M,IRL,others,Louth,10850,4
9452,"Cossa, Giampaolo",23.3,46.8,93.65,98.75,117.0,141.52,167.97,194.52,205.65,7.85,7975,6470,647,51,M,ITA,others,Como,10858,4
9455,"Felici, Andrea",23.63,47.72,97.18,102.6,123.08,156.85,202.52,238.75,253.12,9.67,20622,12245,2225,46,M,ITA,others,Roma,10862,4
9499,"Mundy, Shane R. II",24.85,49.7,99.73,105.13,125.05,161.13,201.73,241.67,257.7,9.83,21427,12606,1871,51,M,AUS,others,Hobart,10909,4
9508,"De Romph, Marcel C.",22.33,44.9,91.77,96.9,116.2,144.05,174.78,205.35,218.3,8.33,11890,8493,1562,45,M,NED,others,Hoofddorp,10920,4
9522,"Ruaux, Christophe",22.85,45.67,91.62,96.63,114.77,139.13,165.03,192.95,206.55,7.88,8236,6617,683,54,M,FRA,others,Saint Gregoire,10935,4
9576,"Morrow, Trent V.",25.22,50.97,104.98,111.35,133.55,162.27,190.77,218.83,230.02,8.78,15309,9981,1718,40,M,AUS,others,Bondi Beach,10991,4
9582,"Okamura, Toshio",23.2,47.03,96.55,101.95,121.45,147.57,176.03,203.05,216.2,8.25,11203,8178,1054,53,M,JPN,others,Shinjuku Tokyo,11005,4
9583,"Yang, Jeong Woo",33.17,68.83,148.43,157.08,192.8,245.6,294.72,340.05,358.8,13.7,30912,17125,2871,49,M,KOR,others,Seoul,11006,4
9593,"Mateo, Juan Jose Sr.",21.55,43.77,88.25,93.07,110.68,134.38,161.27,187.25,198.92,7.6,6168,5325,783,48,M,ESP,others,Las Rozas De Madrid,11019,4
9641,"Van Der Endt, Frank",23.3,48.43,103.45,110.47,133.15,164.55,195.98,226.33,238.63,9.12,17730,11015,1630,51,M,NED,others,Haarlem,11074,4
9657,"Ziegler, Juergen",23.15,46.57,93.88,99.18,118.6,143.97,170.4,197.42,208.43,7.95,8818,6942,765,51,M,GBR,others,Abingdon,11092,4
9669,"Mourellos, Nikolaos",23.27,46.62,94.43,99.68,118.58,147.35,173.82,199.87,211.3,8.07,9718,7443,312,57,M,GRE,others,Heraklion,11106,4
9675,"Alkhub, Mohammed",22.13,43.62,87.85,92.77,112.23,138.45,168.67,204.78,217.55,8.3,11638,8376,498,55,M,AUS,others,Redfern Nsw,11112,4
9681,"Ortelli, Ernesto",23.23,45.45,89.82,94.68,112.45,135.95,159.62,182.77,193.17,7.38,4848,4354,531,46,M,MEX,others,Mexico,11119,4
9689,"Munoz, Angel S. Sr.",19.68,40.1,82.62,87.33,104.08,126.78,152.23,180.55,194.35,7.42,5130,4573,315,53,M,VEN,others,San Tome,11128,4
9724,"Simlinger, Michael",24.47,49.17,99.1,104.72,124.52,154.82,190.8,221.92,236.1,9.02,17040,10698,1575,50,M,AUT,others,Vienna,11166,4
9727,"Greene, Michael P.",23.32,46.87,95.67,100.92,120.35,146.23,172.93,198.78,210.5,8.03,9486,7313,12,65,M,IRL,others,Galway,11169,4
9733,"Lapidus, Gary R.",22.48,45.35,94.02,99.42,119.67,147.35,177.57,211.17,224.75,8.58,13829,9349,1303,52,M,GBR,others,London,11175,4
9740,"Pastro, Ronney C.",22.42,45.03,91.52,96.68,115.77,143.08,173.1,205.57,220.7,8.43,12630,8833,1646,45,M,BRA,others,Rio De Janeiro,11184,4
9744,"Merazzi, Gianni",22.77,45.72,92.72,97.88,116.95,143.78,175.27,213.32,232.0,8.85,15832,10194,269,61,M,ITA,others,Montano Lucino - Co,11190,4
9754,"Schmidt, Lars",23.73,47.57,96.18,101.87,122.9,152.25,186.28,221.65,237.45,9.07,17407,10869,2039,46,M,DEN,others,Kastrup,11202,4
9773,"Hulkkonen, Juha H.",23.85,47.45,95.32,100.53,119.55,144.38,170.35,195.58,206.73,7.9,8288,6650,690,54,M,FIN,others,Espoo,11228,4
9780,"Papadogeorgos, Charalampos",23.68,47.58,96.07,101.27,120.27,145.28,170.6,195.32,205.85,7.87,8040,6508,658,51,M,GRE,others,Agrinio,11235,4
9787,"Gacharna, John",24.02,47.73,94.98,100.03,118.27,143.57,170.27,195.87,208.22,7.95,8739,6905,1234,48,M,COL,others,Bogota,11242,4
9808,"Ho, Ka Wah",22.35,45.15,91.32,96.38,114.73,139.08,164.65,194.8,208.85,7.97,8944,7014,1260,45,M,HKG,others,Taikoo Shing,11266,4
9816,"Smith, Bernard",23.57,45.83,88.88,93.47,110.2,132.67,155.68,178.05,187.97,7.18,3737,3453,46,55,M,IRL,others,Drogheda,11274,4
9828,"Buti, Antonio D.",23.12,46.07,92.72,97.78,116.13,140.43,165.08,188.93,199.85,7.63,6437,5518,463,52,M,AUS,others,Mt Nasura,11287,4
9831,"Hernandez Fuentes, Carlos E. Sr.",24.77,50.1,109.08,114.58,134.52,162.15,191.93,224.22,240.55,9.18,18205,11216,1663,51,M,MEX,others,"Mexico, D.f.",11291,4
9856,"Hasegawa, Takashi",24.0,47.25,93.63,99.0,117.33,143.0,178.07,211.5,226.13,8.63,14227,9517,1343,53,M,JPN,others,Hakodate,11321,4
9867,"Scott, Neil",22.13,43.15,85.93,90.65,108.43,133.62,161.05,193.23,210.7,8.05,9550,7347,1334,48,M,GBR,others,Derby,11333,4
9880,"Takahashi, Toru",22.58,44.33,89.4,94.23,113.77,145.25,184.95,223.65,235.98,9.02,17012,10685,1572,51,M,JPN,others,Osaka,11348,4
9884,"Isgard, Bengt",23.28,46.68,94.8,100.13,119.57,145.42,171.92,198.17,209.65,8.0,9223,7179,60,62,M,SWE,others,Bromma,11352,4
9921,"Mallon, Kevin F.",23.95,48.05,95.6,100.75,119.32,143.72,168.07,191.65,201.85,7.7,6907,5811,157,55,M,NZL,others,Auckland,11393,4
9952,"Banuelos, Arturo",21.93,43.9,88.17,92.85,110.2,133.17,156.63,179.85,190.98,7.3,4325,3943,447,47,M,MEX,others,Mexico,11426,4
9975,"Venables, Bruce W.",24.1,47.95,97.92,103.3,123.9,152.07,183.97,218.12,234.17,8.93,16452,10455,1529,53,M,AUS,others,Pakenham Upper,11453,4
9980,"Ebina, Hiroshi",27.4,60.3,129.2,138.22,175.45,227.87,282.53,333.18,353.38,13.48,30740,17054,2412,54,M,JPN,others,Tokyo,11461,4
9984,"Soto, Josetxo",23.02,46.17,93.32,98.57,117.47,143.28,170.77,199.48,213.77,8.17,10456,7808,1445,45,M,SUI,others,Zurich,11465,4
10013,"Munday, Jonathan M.",24.15,47.98,96.18,101.55,123.55,154.9,189.45,230.67,248.43,9.48,19730,11870,2178,46,M,GBR,others,Hartlip,11497,4
10051,"Rutjens, Rob",24.83,50.77,104.35,110.23,131.6,159.92,188.65,216.62,228.3,8.72,14840,9769,1857,46,M,NED,others,Helmond,11541,4
10067,"Mouncey, David J",20.98,42.28,86.98,91.95,110.4,136.87,168.52,197.92,212.3,8.1,10025,7600,924,54,M,GBR,others,Bristol,11559,4
10098,"Haraldsson, Baldur U.",23.68,47.45,96.08,101.45,121.18,148.7,178.42,208.55,221.5,8.45,12871,8940,1668,49,M,ISL,others,Reykjavik,11598,4
10199,"Bennett, Keith M.",23.87,48.75,104.28,110.82,137.17,172.65,211.5,248.7,267.27,10.2,23019,13348,2380,46,M,GBR,others,Bradford,11723,4
10200,"Marchewka, Jaroslaw",22.93,45.78,91.8,96.83,114.72,137.55,160.42,182.75,192.48,7.35,4675,4216,505,48,M,POL,others,Warsaw,11724,4
10204,"Samayoa, Jose A. Sr.",24.27,49.05,101.28,106.7,128.75,155.17,183.72,212.83,227.63,8.68,14645,9674,1378,51,M,ESA,others,Antiguo Cuscatlan,11729,4
10220,"Williams, Arfon",22.9,46.47,95.18,100.65,120.53,148.28,179.27,212.02,226.4,8.65,14294,9542,1809,45,M,GBR,others,Pwllheli,11749,4
10226,"Sougarret, Claudio N. Sr.",22.82,44.15,88.08,92.93,111.77,137.67,165.0,192.48,204.53,7.82,7659,6290,605,52,M,CHI,others,Santiago,11755,4
10230,"Scarton, Eduardo D. Sr.",23.33,46.97,95.13,100.62,120.42,147.42,176.65,207.18,221.62,8.47,12906,8959,1675,47,M,BRA,others,Porto Alegre,11759,4
10243,"Lau, Wut Chi",23.18,46.9,98.3,103.98,124.92,154.8,188.77,221.95,237.17,9.05,17314,10824,2029,47,M,HKG,others,Hong Kong,11774,4
10253,"Carta, Ottavio Sr.",22.43,45.05,91.48,96.42,114.72,139.87,166.42,192.28,204.58,7.82,7669,6298,42,62,M,ITA,others,Simaxis,11785,4
10276,"Rodo, Stefano",23.88,48.97,102.15,107.97,128.93,156.87,186.63,218.53,233.37,8.92,16209,10359,1510,51,M,ITA,others,Rome,11811,4
10321,"Schmitz, Savio B.",23.23,46.55,94.12,99.28,118.2,143.4,172.45,205.27,222.37,8.48,13118,9050,1692,45,M,UAE,others,Dubai,11862,4
10369,"Behan, John G.",24.2,49.03,99.53,105.1,125.72,154.28,184.55,217.88,232.55,8.88,15992,10268,850,57,M,IRL,others,Carlow,11916,4
10409,"Hernandez Campos, Jorge",21.32,42.12,84.4,89.03,105.93,128.23,151.72,176.42,187.12,7.15,3564,3301,184,52,M,CRC,others,Tibas,11960,4
10418,"Iizuka, Shigeyoshi",23.65,47.33,94.5,99.75,119.2,146.13,176.0,206.52,220.2,8.4,12493,8766,1176,52,M,JPN,others,Sendai-Shi Miyagi-Ken,11969,4
10454,"Carey, Alan J.",23.93,48.0,96.47,101.65,120.52,146.7,173.35,199.52,211.12,8.07,9665,7410,890,53,M,IRL,others,Cork,12014,4
10479,"Rodriguez, Alfredo",23.48,46.47,93.6,99.05,117.62,141.97,167.75,193.38,204.4,7.8,7621,6265,1068,46,M,MEX,others,"San Nicolas De Los Garza, N.l.",12042,4
10498,"Sheridan, Michael K",22.72,45.45,90.75,95.57,113.62,136.18,159.6,182.47,192.9,7.37,4780,4300,16,64,M,GBR,others,Newbury,12061,4
10535,"Massiff, Roberto",23.97,48.05,96.02,101.27,120.47,147.45,177.17,209.33,222.77,8.5,13246,9102,1702,49,M,CHI,others,Santiago,12102,4
10601,"Meslier, Olivier",23.43,46.57,94.02,99.13,117.58,142.12,167.52,193.18,204.7,7.82,7717,6326,202,55,M,FRA,others,La Brede,12176,4
10637,"Caballero Gomez, Alberto A.",24.33,48.95,98.1,103.5,123.2,152.83,186.25,218.93,233.52,8.92,16254,10378,1955,49,M,MEX,others,"Monterrey, N. L.",12215,4
10642,"Garcia Garcia, Jose Maria Sr.",24.63,48.87,99.02,105.15,129.52,165.15,207.78,253.9,272.02,10.38,23749,13689,2433,45,M,ESP,others,Cordoba,12222,4
10645,"Griffiths, Matthew",24.17,48.88,99.93,105.63,126.87,156.68,188.32,219.35,232.25,8.87,15906,10227,1926,45,M,GBR,others,Twickenham,12225,4
10647,"Yoo, Byung Won",24.3,48.45,96.93,102.23,121.42,147.25,173.4,199.23,210.3,8.03,9436,7291,290,55,M,KOR,others,Seoul,12227,4
10653,"Poddig, Frank",24.05,48.83,99.73,105.33,126.22,155.25,186.17,219.12,233.2,8.9,16150,10334,1505,51,M,GER,others,Potsdam,12236,4
10669,"Suarez, Jose Fernando Sr.",31.6,63.85,139.75,148.85,185.27,239.32,292.0,344.77,366.95,14.0,31133,17223,511,66,M,MEX,others,"Mexico, D. F.",12253,4
10692,"Dong, Baoping",23.1,45.5,90.73,95.8,114.47,139.55,169.27,196.15,207.32,7.92,8468,6746,1185,49,M,CHN,others,Guangzhou,12279,4
10758,"Medina, Pablo E.",22.85,45.08,90.42,95.42,113.67,137.75,162.58,186.6,197.08,7.52,5706,4996,700,45,M,VEN,others,Caracas,12353,4
10761,"Kanazawa, Yuichi",23.73,47.7,95.67,100.9,120.18,145.55,171.5,196.98,208.1,7.95,8709,6888,752,50,M,JPN,others,Nagoya,12357,4
10770,"Grez, Luis Sr.",28.98,56.87,113.92,119.72,141.37,170.37,199.73,226.78,238.93,9.12,17806,11049,2069,47,M,CHI,others,Santiago,12367,4
10783,"Kytomaki, Pekka V.",23.92,49.68,103.5,109.32,131.82,163.23,196.02,225.45,239.28,9.13,17897,11097,996,58,M,FIN,others,Helsinki,12381,4
10790,"Ristori, Franco",23.5,47.25,96.48,102.02,121.83,149.67,178.52,206.4,218.98,8.37,12099,8586,538,59,M,ITA,others,Pontedera,12389,4
10834,"Szymanek, Marek",26.2,52.4,105.42,111.1,131.78,158.77,186.33,212.9,224.28,8.57,13688,9290,1749,48,M,UAE,others,Dubai,12443,4
10846,"Machado, Etelvino Sr.",23.0,46.05,93.33,98.57,117.97,144.5,173.3,203.23,216.53,8.27,11308,8222,458,57,M,BRA,others,Brasilia,12456,4
10854,"Iappelli, Massimo",21.82,43.85,89.2,94.17,113.42,139.87,171.7,204.12,217.32,8.3,11564,8341,1083,53,M,ITA,others,Roma,12464,4
10857,"Elizondo Williams, Luis",24.22,49.32,104.17,110.98,136.0,174.4,217.43,260.33,279.73,10.68,24770,14161,2059,52,M,MEX,others,"Santiago, N.l.",12467,4
10859,"Estrada, Jose Fernando V",23.8,48.05,94.58,99.57,117.6,141.47,166.9,191.47,203.83,7.78,7452,6161,1034,48,M,COL,others,Medellin,12469,4
10869,"Kian Huat, Lim",22.97,45.78,93.43,98.72,118.18,144.37,171.6,198.32,210.15,8.02,9385,7264,285,58,M,MAS,others,"Shah Alam, Selangor",12482,4
10872,"Toppetti, David",23.33,46.85,93.8,98.97,117.65,142.1,167.18,193.65,205.25,7.83,7868,6414,1109,46,M,ITA,others,Carrara  (ms),12486,4
10887,"McKenzie, Andrew",23.37,45.63,90.35,95.22,113.25,136.63,161.03,185.07,195.62,7.47,5413,4779,636,49,M,AUS,others,Research,12505,4
10888,"Bertoncini, Michele",22.9,46.23,93.43,98.63,117.17,143.5,172.72,204.22,220.27,8.42,12508,8777,579,59,M,ITA,others,Empoli,12506,4
10904,"Nicolas, Jose",24.92,49.92,104.12,109.83,131.98,162.22,193.67,226.4,239.97,9.17,18079,11172,2085,46,M,SIN,others,Singapore,12524,4
10923,"Govender, Willy",23.07,45.58,90.07,95.0,112.8,136.68,161.98,189.65,209.1,7.98,9030,7068,1276,48,M,RSA,others,Durban,12549,4
10932,"Koo, Eul Hoi",23.77,46.72,92.22,96.98,115.85,141.95,172.52,208.65,220.95,8.43,12711,8874,1655,45,M,KOR,others,Seoul,12560,4
10963,"Sibaja Rojas, Dauber",24.58,49.5,98.87,104.1,123.4,148.48,173.87,198.33,210.18,8.02,9397,7272,1316,46,M,CRC,others,Santo Domingo,12599,4
10972,"Chan, Yuk Lung",22.85,45.38,92.22,97.48,116.78,142.68,170.17,197.5,209.88,8.02,9310,7229,847,53,M,HKG,others,Apleichau,12609,4
11005,"Puggioni, Luigi",22.05,43.6,87.18,91.92,109.38,134.28,161.35,194.22,207.62,7.93,8557,6795,53,62,M,ITA,others,San Fermo Della Battaglia,12646,4
11066,"Johnson, Ian",23.22,47.28,94.53,99.6,118.1,142.0,166.22,189.35,199.63,7.62,6369,5473,823,46,M,GBR,others,London,12719,4
11067,"Kim, Yeonghan",24.17,48.53,99.33,105.4,126.83,162.22,201.68,231.43,248.08,9.47,19662,11830,2171,48,M,KOR,others,Seoul,12721,4
11080,"Mur, Ralph",22.08,44.35,89.58,94.53,112.52,136.25,161.58,185.95,197.08,7.52,5707,4997,104,57,M,FRA,others,Pusignan,12735,4
11110,"Cohen, Mauricio",21.38,42.18,83.67,88.18,104.72,127.3,153.43,179.52,191.27,7.3,4388,3985,251,50,M,MEX,others,Huixquilucan,12768,4
11143,"Van Ulzen, Vincent C",25.93,50.62,100.75,106.25,126.92,155.93,191.05,230.83,253.8,9.68,20749,12306,1835,53,M,SUI,others,Zollikon,12805,4
11145,"Young, John P.",24.1,48.27,97.05,102.42,121.78,147.68,174.78,201.33,213.32,8.15,10322,7740,950,51,M,UAE,others,Dubai,12807,4
11157,"Placek, Henri",22.57,44.95,90.52,95.32,113.35,137.85,163.75,191.38,203.67,7.78,7417,6143,1028,47,M,GBR,others,London,12825,4
11196,"Pachon, Eduardo",23.12,45.42,89.37,94.13,111.25,133.32,155.05,176.17,186.33,7.12,3442,3192,308,48,M,COL,others,Bogota,12868,4
11198,"Appenzeller, Ulrich",23.67,47.72,96.92,102.28,122.05,148.68,176.67,204.85,217.58,8.3,11651,8388,1543,46,M,SUI,others,Bubendorf,12870,4
11200,"Ziese, Ralf",23.17,46.42,94.72,99.87,118.85,145.95,175.88,204.77,216.92,8.28,11432,8284,1072,51,M,GER,others,Pleckhausen,12872,4
11275,"Woodnutt, John R.",21.98,44.22,90.37,95.53,114.3,140.4,170.3,201.45,216.9,8.28,11428,8280,104,61,M,RSA,others,Johannesburg,12956,4
11296,"Roure, Gonzalo A. Sr.",23.83,48.03,99.25,105.35,129.6,165.8,206.63,242.67,258.07,9.85,21502,12638,2285,45,M,CHI,others,Santiago,12979,4
11332,"Fabels, Hendrik J.",23.35,47.1,95.2,100.52,119.88,146.47,174.53,202.23,214.15,8.18,10578,7865,981,50,M,NED,others,Bussum,13030,4
11342,"Nichol, John P.",23.53,46.82,92.93,98.05,116.68,141.9,169.88,198.85,212.75,8.12,10142,7661,934,52,M,GBR,others,Peebles,13040,4
11350,"Gysing, Kenneth L.",22.97,45.83,94.73,100.02,118.87,144.17,170.17,194.43,204.72,7.82,7723,6329,203,56,M,SWE,others,Stockholm,13048,4
11356,"Rabe, Per",23.47,46.8,93.67,98.8,117.27,141.43,165.58,188.45,198.53,7.58,6061,5249,426,51,M,SWE,others,Laholm,13054,4
11411,"Yang, Seung Jin",27.92,64.18,124.58,130.68,154.27,188.98,223.77,257.57,271.1,10.35,23612,13626,2421,48,M,KOR,others,Seoul,13112,4
11421,"Eriksson, Magnus G.",23.92,48.03,98.33,103.8,123.87,151.05,179.22,206.85,218.52,8.35,11953,8523,1115,52,M,SWE,others,Helsingborg,13122,4
11430,"Kim, Chang ho",24.47,49.25,101.32,108.05,131.22,171.12,208.5,240.93,255.77,9.77,21110,12464,1855,52,M,KOR,others,Seoul,13137,4
11450,"Miyatake, Shozo",26.08,52.6,107.2,113.02,135.53,165.38,195.87,225.78,240.87,9.2,18265,11244,16,70,M,JPN,others,Kagawa,13159,4
11480,"Silver, Craig",23.48,46.65,94.3,99.55,119.28,146.17,175.88,205.45,218.88,8.35,12068,8573,1125,54,M,GBR,others,Hove,13194,4
11483,"Wyss, Markus",21.45,42.78,85.68,90.38,107.5,131.63,159.62,184.63,195.27,7.45,5344,4728,338,50,M,SUI,others,Liestal,13197,4
11499,"Benamer, Hakim",23.33,47.03,94.92,100.25,120.12,150.38,184.3,222.95,236.58,9.03,17176,10756,1584,51,M,FRA,others,Puteaux,13213,4
11504,"Lee, Chou Hor George",23.77,47.45,94.58,99.65,117.85,142.02,166.08,189.65,199.82,7.63,6421,5510,461,54,M,SIN,others,Singapore,13219,4
11618,"Kanamura, Shizuo",20.5,41.3,84.57,89.25,106.63,129.75,153.0,175.83,186.32,7.12,3438,3188,2,67,M,JPN,others,Ikeda Osaka,13349,4
11663,"Reuveni, Ran",26.22,54.0,111.02,117.2,139.92,170.57,202.08,233.25,248.4,9.48,19727,11868,1120,57,M,ISR,others,Shoham,13397,4
11675,"McLeod, Doug F.",23.03,46.25,92.58,97.67,116.3,141.48,172.75,204.87,217.85,8.32,11738,8421,511,57,M,NZL,others,Auckland,13409,4
11694,"Dimabuyu, Noel O.",23.87,47.6,95.52,100.83,120.35,148.3,179.92,214.5,230.92,8.82,15542,10070,1451,53,M,PHI,others,Quezon City,13432,4
11710,"Peres, Hely F.",22.03,44.37,90.67,95.78,114.62,141.27,168.33,196.08,210.93,8.05,9617,7382,1341,45,M,BRA,others,Indaiatuba,13450,4
11738,"Whiteley, Craig A.",23.2,47.22,96.68,102.28,123.57,153.27,188.38,224.32,237.7,9.07,17467,10893,1608,50,M,GBR,others,Leeds,13480,4
11770,"Knafel, Andrzej J",23.9,47.88,96.72,102.12,122.37,150.3,179.4,209.78,224.02,8.55,13617,9264,1282,53,M,SUI,others,Walchwil,13515,4
11774,"Ruston, Robin F",24.1,48.55,99.42,105.02,125.38,152.25,179.25,206.42,218.52,8.35,11948,8520,524,57,M,GBR,others,Grimsby,13520,4
11776,"Bark, Robert A.",23.75,48.02,96.0,101.32,120.78,147.17,175.17,205.0,217.98,8.32,11787,8450,1103,50,M,NED,others,Utrecht,13522,4
11793,"Kim, Myeon Goo",30.22,59.47,113.38,119.12,141.08,170.32,200.78,228.95,241.57,9.22,18409,11311,2104,46,M,KOR,others,Seoul,13541,4
11810,"De La Fuente Quijada, Francisco Javier Sr.",23.22,47.47,100.88,106.68,131.03,168.07,200.68,234.75,248.33,9.48,19714,11859,1773,54,M,ESP,others,Palencia,13560,4
11811,"Garay, Juan Jose",22.68,46.4,96.85,102.4,123.4,152.2,183.27,215.43,228.7,8.73,14938,9816,1866,46,M,MEX,others,"Cuajimalpa, Edo. De Mex",13561,4
11827,"Han, Sang Cheol",30.23,60.25,121.48,128.33,155.75,190.57,226.6,260.83,277.5,10.6,24484,14034,2478,46,M,KOR,others,Seoul,13578,4
11858,"Hansen, Niels Erik",25.33,51.87,107.22,113.5,136.28,173.52,212.52,246.88,261.4,9.98,22085,12916,2319,48,M,DEN,others,Silkeborg,13614,4
11899,"Mok, Chi Ming",23.37,46.93,94.63,99.82,118.65,143.57,170.83,201.07,215.08,8.22,10853,8003,1012,52,M,HKG,others,Hong Kong,13660,4
11917,"Pratsch, Peter",23.68,47.8,96.52,101.77,121.48,148.28,177.28,207.62,220.07,8.4,12450,8746,1175,50,M,FIN,others,Grankulla,13678,4
11984,"Ovalle, Jose",23.27,46.5,94.75,99.97,119.53,145.9,173.95,201.47,213.82,8.17,10481,7820,369,55,M,CHI,others,Santiago,13755,4
11997,"Malagoni, Andrea",24.13,48.28,95.32,100.67,119.73,145.2,179.75,214.55,228.25,8.72,14821,9758,3804,30,M,SUI,others,Lugano (svizzera),13769,4
12080,"Van Gijseghem, Piet F.",23.63,47.52,95.83,101.2,120.47,145.53,172.05,199.82,212.67,8.12,10124,7650,931,50,M,BEL,others,Aalst,13873,4
12087,"Titley, Andy",23.47,47.63,100.32,105.58,126.18,155.13,184.18,216.13,231.57,8.83,15739,10154,1473,52,M,GBR,others,Stockport,13882,4
12102,"Franyuti, Flavio A. Sr.",24.45,49.0,99.62,105.7,125.73,152.17,180.45,209.38,222.33,8.48,13115,9047,1240,50,M,MEX,others,Atizapan,13899,4
12109,"Perez, Geoffrey C.",24.1,47.97,95.9,101.23,120.58,146.15,172.98,200.4,214.52,8.18,10682,7916,990,51,M,PHI,others,Baguio City,13908,4
12115,"Fortington, Grant W.",23.92,48.07,96.73,102.05,121.78,148.55,175.98,204.45,216.82,8.28,11397,8267,1068,50,M,AUS,others,Glenelg North,13914,4
12121,"Juutinen, Unto",24.2,48.62,98.58,104.07,123.83,150.47,178.23,204.03,215.3,8.22,10926,8041,410,55,M,FIN,others,Kurkimaki,13921,4
12123,"Feser, Ralf",24.08,48.72,106.77,112.85,135.53,169.72,212.02,250.53,266.62,10.18,22906,13296,1954,54,M,GER,others,Iserlohn,13923,4
12128,"Udagawa, Atsushi",24.8,50.0,101.58,107.4,128.57,157.68,188.87,220.2,234.0,8.93,16410,10439,1527,52,M,JPN,others,Tokyo,13928,4
12155,"Hyde, Allan",24.18,48.48,96.2,101.42,120.05,145.0,171.17,197.9,208.93,7.98,8978,7036,793,50,M,GBR,others,Teddington,13959,4
12167,"Zhang, Yuzhou",23.72,47.55,96.23,101.97,123.77,157.53,194.13,230.72,248.03,9.47,19651,11823,1770,52,M,CHN,others,Beijing,13972,4
12187,"Tertel, Juergen",24.53,49.18,99.03,104.45,124.15,149.93,176.23,203.33,215.38,8.22,10954,8055,1021,51,M,GER,others,Koerle,13995,4
12193,"De Rycke, Thierry",23.35,46.8,94.77,99.95,118.73,143.52,169.83,197.08,208.77,7.97,8917,6994,780,50,M,FRA,others,Paris,14002,4
12207,"Tam, Wong Fai",23.1,45.87,92.2,97.38,117.03,142.88,170.25,196.82,208.77,7.97,8915,6992,779,51,M,HKG,others,Hong Kong,14020,4
12253,"Gama, Rafael C.",24.4,48.87,99.58,104.92,124.78,150.5,181.03,214.37,235.6,9.0,16878,10634,1562,50,M,BRA,others,Maceio,14069,4
12279,"Kristenson, Gary P.",24.7,49.63,100.25,105.88,125.9,152.48,179.95,208.15,220.5,8.42,12565,8800,1183,52,M,AUS,others,Robina,14098,4
12296,"Mueller, Dieter M.",24.72,49.13,101.33,107.1,129.17,163.82,197.6,232.93,248.68,9.5,19778,11894,509,61,M,GER,others,Muenchen,14116,4
12311,"Rottiers, Walter Sr.",24.8,49.95,101.55,107.1,128.88,160.48,195.7,233.92,248.97,9.5,19841,11922,1129,59,M,BEL,others,Deurne,14131,4
12312,"Battisti, Mario",23.9,48.67,101.07,107.18,129.7,161.67,195.1,227.87,241.53,9.22,18406,11308,1681,54,M,ITA,others,Bolzano,14132,4
12325,"Ramirez, Gabriel Sr.",23.8,46.82,92.6,97.6,115.42,139.03,164.05,191.07,202.92,7.75,7213,6007,544,53,M,MEX,others,Distrito Federal,14147,4
12364,"An, Won Soo",23.3,47.15,97.92,103.63,126.05,157.33,188.73,218.93,232.12,8.87,15862,10206,1482,53,M,KOR,others,Seoul,14191,4
12365,"Bergomi, Giulio",24.03,48.98,98.58,103.97,123.27,148.68,174.52,200.55,212.2,8.1,9990,7580,921,51,M,ITA,others,Modena,14192,4
12436,"Marino, Fernando P Sr.",22.4,43.87,87.2,91.78,108.83,133.72,160.93,192.13,204.23,7.8,7565,6226,590,52,M,ARG,others,La Plata,14274,4
12473,"O'Sullivan, Donal",25.5,49.77,98.92,104.3,124.85,151.57,181.45,213.2,227.15,8.67,14513,9624,730,58,M,IRL,others,Co Limerick,14317,4
12478,"Betancur, Luis I Sr.",23.65,48.27,99.73,105.3,126.23,154.18,183.97,215.53,228.67,8.73,14931,9813,1403,50,M,COL,others,Bogota,14323,4
12482,"Son, Young hun",30.23,60.25,121.48,128.33,155.75,190.55,226.58,269.38,287.22,10.97,25759,14623,2113,52,M,KOR,others,Seoul,14327,4
12483,"Hernandez Balderas, Martin Sr.",24.85,51.03,103.77,109.63,131.22,161.25,195.43,231.7,254.0,9.7,20795,12327,1838,51,M,MEX,others,"Zapopan, Jalisco",14328,4
12539,"Takahashi, Hiroshi",26.47,52.87,106.52,112.42,133.5,161.7,190.62,220.62,234.33,8.95,16531,10483,1533,50,M,JPN,others,Yokohama,14388,4
12549,"Geretto, Luca",23.82,47.37,94.55,99.68,118.7,145.45,181.42,209.73,223.82,8.55,13565,9236,1275,51,M,ITA,others,Monza,14399,4
12569,"Read, Paul E.",24.6,50.03,101.07,106.63,127.78,155.3,183.97,213.87,226.58,8.65,14355,9564,1354,52,M,GBR,others,"Richmond, Surrey",14420,4
12592,"Wang, Wen-Pin",22.05,44.58,90.18,96.02,114.12,139.02,166.58,196.72,217.98,8.32,11782,8446,516,55,M,TPE,others,Hualien,14447,4
12594,"Sivori, Guillermo A. Sr.",22.75,45.4,91.85,97.05,115.57,141.57,168.1,194.35,206.27,7.88,8153,6569,669,51,M,ARG,others,Vicente Lopez,14449,4
12595,"Klumpp, Jean-Pierre",23.83,47.6,96.0,101.23,120.33,145.67,171.98,198.85,210.55,8.03,9505,7325,872,52,M,SUI,others,Givrins,14450,4
